,Unnamed: 0,label,msisdn,aon,daily_decr30,daily_decr90,rental30,rental90,last_rech_date_ma,last_rech_date_da,last_rech_amt_ma,cnt_ma_rech30,fr_ma_rech30,sumamnt_ma_rech30,medianamnt_ma_rech30,medianmarechprebal30,cnt_ma_rech90,fr_ma_rech90,sumamnt_ma_rech90,medianamnt_ma_rech90,medianmarechprebal90,cnt_da_rech30,fr_da_rech30,cnt_da_rech90,fr_da_rech90,cnt_loans30,amnt_loans30,maxamnt_loans30,medianamnt_loans30,cnt_loans90,amnt_loans90,maxamnt_loans90,medianamnt_loans90,payback30,payback90,pcircle,pdate
58050,58051,1,69392I82731,1153.0,8.18533333333333,8.18533333333333,67.8,67.8,6.0,0.0,3467,1,0.0,3467.0,3467.0,13.6999999999998,1,0,3467,3467.0,13.6999999999998,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-02
137156,137157,1,93283I70783,449.0,16432.0,24937.37,1300.35,3868.73,3.0,0.0,2309,6,2.0,10004.0,1539.0,344.0,9,3,28313,1539.0,214.0,0.0,0.0,0,0,2,18,12.0,0.5,2.0,18,12,0.5,0.0,0.0,UPW,2016-08-13
39409,39410,1,36591I90848,777.0,1395.6760000000002,1401.36,3750.38,3880.93,1.0,0.0,1539,4,3.0,4618.0,1154.5,12.17,5,57,4791,770.0,12.17,0.0,0.0,0,0,3,18,6.0,0.0,4.0,24,6,0.0,12.0,12.0,UPW,2016-07-07
2192,2193,1,97452I90848,289.0,1605.05433333333,1614.81,174.57,227.7,10.0,0.0,1924,2,13.0,3848.0,1924.0,33.0,2,13,3848,1924.0,33.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-07
11911,11912,0,31277I88690,928.0,4620.0,4620.0,1250.62,1616.02,2.0,0.0,770,4,5.0,3080.0,770.0,10.4,4,5,3080,770.0,10.4,0.0,0.0,0,0,3,18,6.0,0.0,3.0,18,6,0.0,3.5,3.5,UPW,2016-07-14
201791,201792,1,08597I70371,554.0,16832.1973333333,16948.24,36387.27,45267.790000000095,22.0,0.0,11874,1,0.0,11874.0,11874.0,4216.0,4,4,39748,9937.0,2682.0,0.0,0.0,0,0,1,12,12.0,0.0,1.0,12,12,0.0,0.0,0.0,UPW,2016-07-22
192330,192331,1,75400I70375,662.0,133.461,133.461,503.55,503.55,1.0,0.0,773,9,0.0,10025.0,773.0,42.5,12,1,12092,773.0,33.0,0.0,0.0,0,0,9,54,6.0,0.0,9.0,54,6,0.0,2.88888888888889,2.88888888888889,UPW,2016-06-27
15699,15700,0,91936I88658,1347.0,1508.83333333333,1509.25,1638.74,1940.94,3.0,0.0,770,1,0.0,770.0,770.0,19.2,1,0,770,770.0,19.2,0.0,0.0,0,0,2,12,6.0,0.0,2.0,12,6,0.0,0.0,0.0,UPW,2016-07-10
132127,132128,1,38434I70788,491.0,8769.78799999999,8832.279999999979,4507.97,5593.93,1.0,0.0,1539,12,2.0,13870.0,1154.5,364.17,17,2,23316,1539.0,309.67,0.0,0.0,0,0,2,12,6.0,0.0,3.0,18,6,0.0,1.5,1.6666666666666698,UPW,2016-07-17
36189,36190,1,69827I84456,1298.0,4759.89599999999,4792.179999999989,511.78,609.360000000001,4.0,0.0,1539,4,12.0,6156.0,1539.0,207.1,8,5,10962,1539.0,279.6,0.0,0.0,0,0,3,18,6.0,0.0,4.0,24,6,0.0,4.0,3.3333333333333304,UPW,2016-07-14
162014,162015,0,82930I95205,106.0,0.099,0.099,141.48,141.48,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-27
83937,83938,1,26233I89234,1152.0,9.58133333333333,9.58133333333333,15.68,15.68,1.0,0.0,1539,1,0.0,1539.0,1539.0,0.40000000000009095,1,0,1539,1539.0,0.40000000000009095,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-04
5599,5600,1,91137I82732,780.0,12.4,12.4,380.52,380.52,1.0,0.0,773,3,10.0,1719.0,773.0,69.0,4,34,2492,773.0,63.5,0.0,0.0,0,0,2,12,6.0,0.0,2.0,12,6,0.0,0.0,0.0,UPW,2016-06-12
128644,128645,1,06506I84450,143.0,14280.385,14357.31,3566.1,5221.6,4.0,0.0,4048,4,4.0,10304.0,2358.5,2.5,7,10,19169,1539.0,5.0,0.0,0.0,0,0,5,36,12.0,0.0,8.0,54,12,0.0,4.4,4.57142857142857,UPW,2016-07-25
163019,163020,1,70005I95203,257.0,19606.0,22160.13,2782.61,2559.71000000001,8.0,0.0,8000,2,10.0,16000.0,8000.0,543.0,4,12,28048,8000.0,543.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,UPW,2016-08-06
3291,3292,1,02494I70780,223.0,5518.29266666667,5544.03000000001,1602.47,1756.79,1.0,0.0,1539,14,3.0,20015.0,1539.0,69.8299999999999,16,3,23874,1539.0,35.3299999999999,0.0,0.0,0,0,6,36,6.0,0.0,6.0,36,6,0.0,2.8,3.5,UPW,2016-07-04
49658,49659,1,81770I82737,1787.0,4298.47299999999,4318.389999999989,3363.91,3571.99,7.0,0.0,1539,4,7.0,8665.0,1539.0,88.5,5,7,10974,1539.0,27.0,0.0,0.0,0,0,4,30,12.0,0.0,4.0,30,12,0.0,4.33333333333333,5.25,UPW,2016-07-09
53794,53795,1,21576I70781,234.0,77.9166666666666,77.9166666666666,1210.75,1210.75,2.0,0.0,1547,11,1.0,8653.0,770.0,66.0,13,0,9599,770.0,66.0,0.0,0.0,0,0,10,60,6.0,0.0,10.0,60,6,0.0,3.22222222222222,3.22222222222222,UPW,2016-06-25
162687,162688,1,47456I82739,294.0,4980.0,4994.27999999999,2995.35,2995.35,24.0,0.0,2309,1,0.0,2309.0,2309.0,139.0,2,40,3856,1928.0,448.5,0.0,0.0,0,0,2,12,6.0,0.0,2.0,12,6,0.0,0.0,0.0,UPW,2016-07-30
45537,45538,1,11109I84457,709.0,61.04,61.04,2984.88,2984.88,5.0,0.0,773,6,8.0,6956.0,773.0,83.67,7,8,9276,773.0,73.6700000000001,0.0,0.0,0,0,4,24,6.0,0.0,4.0,24,6,0.0,3.6666666666666696,3.6666666666666696,UPW,2016-06-24
154960,154961,1,57212I82733,1187.0,127.857333333333,127.857333333333,446.32,446.32,4.0,0.0,1539,6,2.0,10104.0,1539.0,28.23,7,7,11824,1539.0,28.73,0.0,0.0,0,0,7,42,6.0,0.0,7.0,42,6,0.0,2.3333333333333304,2.3333333333333304,UPW,2016-06-28
107680,107681,1,29832I85338,1288.0,21499.265,21577.45,4643.22,5444.26,1.0,0.0,770,16,0.0,21655.0,771.5,320.61,21,0,29631,1539.0,309.11,0.0,0.0,0,0,6,48,12.0,0.0,8.0,60,12,0.0,1.7142857142857097,2.55555555555556,UPW,2016-07-19
113420,113421,1,94873I82731,429.0,15516.5,16391.17,3059.36,4226.66,2.0,0.0,770,6,8.0,6158.0,770.0,92.5,8,8,13484,1154.5,73.5,0.0,0.0,0,0,3,18,6.0,0.0,4.0,24,6,0.0,2.5,14.0,UPW,2016-08-01
140663,140664,1,76825I95201,330.0,12.307666666666698,12.307666666666698,85.95,85.95,5.0,0.0,2320,2,1.0,4040.0,2020.0,893.5,5,1,9800,1720.0,270.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-01
185936,185937,1,36895I90842,135.0,26492.0513333333,26564.11,2260.41,4047.61,9.0,0.0,7526,5,2.0,23051.0,5787.0,496.5,8,10,35398,5787.0,453.5,0.0,0.0,0,0,3,24,12.0,0.0,5.0,36,12,0.0,3.0,3.75,UPW,2016-07-16
70337,70338,1,92086I82736,1296.0,22.7,22.7,2301.6,2301.6,1.0,0.0,773,2,20.0,1546.0,773.0,21.63,3,13,3093,773.0,23.13,0.0,0.0,0,0,1,6,6.0,1.0,1.0,6,6,1.0,0.0,0.0,UPW,2016-06-30
168924,168925,1,01414I89233,1645.0,40.476,40.476,401.88,401.88,3.0,0.0,1539,4,9.0,5390.0,1539.0,79.0,4,9,5390,1539.0,79.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-12
117669,117670,0,61497I95202,70.0,0.0,0.0,761.25,761.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,6,55037.572107976295,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-25
116823,116824,1,67814I70783,632.0,2740.0,5066.27,2822.0,3002.0,25.0,0.0,3178,1,0.0,3178.0,3178.0,0.0,3,13,7796,2309.0,32.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-08-12
134810,134811,1,59897I88680,196.0,49.163999999999994,49.163999999999994,3948.42,3948.42,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-17
141839,141840,1,62519I82731,1095.0,1672.4579999999999,1685.58,205.12,259.12,14.0,0.0,770,2,5.0,1540.0,770.0,57.6,4,1,3080,770.0,57.6,0.0,0.0,0,0,1,6,6.0,0.0,2.0,12,6,0.0,0.0,19.5,UPW,2016-07-27
111804,111805,1,12452I88650,1236.0,33912.7583333333,34191.5499999999,3536.78,2959.78,2.0,0.0,8000,4,3.0,32000.0,8000.0,48.5,8,3,57539,8000.0,53.0,0.0,0.0,0,0,4,24,6.0,0.0,7.0,42,6,0.0,3.3333333333333304,3.28571428571429,UPW,2016-07-25
51914,51915,1,06234I90581,1801.0,290.84533333333303,290.84533333333303,-207.76,-207.76,3.0,0.0,4048,3,8.0,20048.0,8000.0,27.46,3,8,20048,8000.0,27.46,0.0,0.0,0,0,5,30,6.0,0.0,5.0,30,6,0.0,1.25,1.25,UPW,2016-06-28
47204,47205,1,59565I89233,260.0,26.5186666666667,26.5186666666667,93.96,93.96,40.0,0.0,773,0,0.0,0.0,0.0,0.0,1,0,773,773.0,255.0,0.0,0.0,0,0,1,6,6.0,1.0,1.0,6,6,1.0,0.0,0.0,UPW,2016-06-04
183744,183745,1,75783I90841,768.0,1058.568,1064.21,92.1600000000001,115.2,11.0,0.0,1547,2,17.0,3094.0,1547.0,10.9000000000001,2,17,3094,1547.0,10.9000000000001,0.0,0.0,0,0,2,12,6.0,0.0,3.0,18,6,0.0,9.0,9.0,UPW,2016-07-06
127462,127463,1,91228I84454,284.0,4448.89999999999,4481.49999999999,1724.52,1969.68,2.0,0.0,1539,6,2.0,12514.0,1924.0,70.0,6,2,12514,1924.0,70.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-12
26225,26226,1,79589I82733,-31.0,13.158,13.158,1228.32,1228.32,1.0,0.0,773,2,16.0,2312.0,1156.0,-155.27,3,52,5779,1539.0,-195.27,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-18
52233,52234,1,93524I91190,164.0,4938.642,4957.07,4181.26,4441.06,3.0,0.0,1539,3,19.0,4617.0,1539.0,17.0,5,42,7103,1539.0,17.0,0.0,0.0,0,0,3,18,6.0,1.0,5.0,30,6,0.0,8.66666666666667,7.2,UPW,2016-07-12
4891,4892,1,57994I88649,997.0,21.466666666666697,21.466666666666697,1666.28,1666.28,4.0,878128.205542453,770,3,19.0,2313.0,770.0,28.6,3,19,2313,770.0,28.6,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-28
29248,29249,1,14293I89233,954.0,19442.0,26348.19,2434.78,4259.29,13.0,0.0,8000,1,0.0,8000.0,8000.0,19.3999999999996,2,21,19874,9937.0,22.8999999999996,0.0,0.0,0,0,0,0,0.0,0.0,2.0,12,6,0.0,0.0,4.0,UPW,2016-08-09
199866,199867,1,20169I85350,-17.0,343.0,343.0,2183.52,2183.52,1.0,0.0,773,1,0.0,773.0,773.0,92.33,1,0,773,773.0,92.33,0.0,0.0,0,0,1,6,24471.5040689334,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-02
201593,201594,0,62951I89236,126.0,3086.0,3086.0,1293.39,1293.39,16.0,0.0,1924,1,0.0,1924.0,1924.0,17.0,2,0,3848,1924.0,17.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-19
188721,188722,1,94708I90843,799.0,28.6,28.6,104.0,104.0,5.0,0.0,1539,1,0.0,1539.0,1539.0,190.5,1,0,1539,1539.0,190.5,0.0,0.0,0,0,1,6,6.0,1.0,1.0,6,6,1.0,0.0,0.0,UPW,2016-06-26
44758,44759,1,59129I88690,1142.0,5607.0,9031.22999999999,0.0,4130.88,44.0,0.0,8000,0,0.0,0.0,0.0,0.0,3,19,24000,8000.0,172.23,0.0,0.0,0,0,2,12,6.0,1.0,3.0,18,6,0.0,0.0,2.0,UPW,2016-08-15
188266,188267,1,87108I84457,340.0,31.776,31.776,1406.88,1406.88,2.0,0.0,770,6,3.0,7923.0,771.5,76.33,6,3,7923,771.5,76.33,0.0,0.0,0,0,4,24,6.0,0.0,4.0,24,6,0.0,3.6666666666666696,3.6666666666666696,UPW,2016-06-18
168276,168277,1,90542I70781,537.0,8.384,8.384,32.08,32.08,6.0,0.0,1547,1,0.0,1547.0,1547.0,155.0,1,0,1547,1547.0,155.0,0.0,0.0,0,0,2,12,6.0,0.0,2.0,12,6,0.0,0.0,0.0,UPW,2016-06-04
87804,87805,1,40336I85339,363.0,11014.0616666667,11054.37,5234.13,5753.62999999999,4.0,0.0,2309,4,7.0,11174.0,1924.0,-86.5,8,0,21578,1539.0,-71.0,0.0,0.0,0,0,2,12,6.0,0.0,3.0,18,6,0.0,5.0,11.333333333333302,UPW,2016-07-25
65210,65211,1,13695I90587,179.0,19538.552,19723.88,2494.62,3536.28,2.0,0.0,1539,16,2.0,32722.0,1539.0,77.0,23,2,45046,1539.0,75.0,0.0,0.0,0,0,11,66,6.0,0.0,19.0,114,6,0.0,2.09090909090909,1.8333333333333302,UPW,2016-07-18
104380,104381,1,36117I70783,237.0,6850.0,9189.470000000021,600.39,846.990000000001,1.0,0.0,1539,2,10.0,3078.0,1539.0,30.5,5,6,22256,3178.0,56.0,0.0,0.0,0,0,3,30,12.0,0.0,4.0,36,12,0.0,8.33333333333333,8.33333333333333,UPW,2016-08-14
3254,3255,1,64882I70784,171.0,7454.0,7469.62999999999,7221.69,11255.65,9.0,0.0,1539,4,17.0,5387.0,1539.0,16.0,6,2,6933,1156.0,13.0,0.0,0.0,0,0,2,18,12.0,0.0,3.0,24,12,0.0,17.0,17.0,UPW,2016-08-02
90574,90575,1,81303I85329,1285.0,28937.0,38019.179999999906,6100.14,7729.35,4.0,0.0,3178,7,4.0,19639.0,3178.0,25.4000000000001,13,4,28975,2309.0,50.4,0.0,0.0,0,0,5,48,12.0,0.0,8.0,66,12,0.0,2.25,2.71428571428571,UPW,2016-08-14
45511,45512,1,83224I82734,707.0,47.2853333333333,47.2853333333333,916.37,916.37,5.0,0.0,1539,4,8.0,4795.0,1243.0,101.15,4,8,4795,1243.0,101.15,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-13
52799,52800,1,68743I90588,290.0,30212.0,37385.330000000096,6611.91,8347.98999999999,1.0,0.0,1539,13,2.0,17700.0,1539.0,150.0,34,2,47150,1539.0,139.0,0.0,0.0,0,0,8,48,6.0,0.0,2894.93225235492,114,6,0.0,2.22222222222222,1.8,UPW,2016-08-07
54361,54362,1,10028I91190,263.0,5.598,5.598,140.22,140.22,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-03
192554,192555,1,66003I85338,321.0,6.96333333333333,6.96333333333333,119.65,119.65,7.0,0.0,1547,3,0.0,2493.0,773.0,18.5,3,0,2493,773.0,18.5,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-05
33559,33560,1,21545I90847,712.0,5273.45,5297.9,686.79,773.19,4.0,0.0,1539,5,8.0,7711.0,1539.0,203.5,6,12,9258,1543.0,188.0,0.0,0.0,0,0,3,18,6.0,0.0,5.0,30,6,0.0,5.33333333333333,5.0,UPW,2016-07-15
117930,117931,1,60657I89231,236.0,42.42,42.42,686.8,686.8,7.0,0.0,1539,4,8.0,5564.0,1539.0,8.0,4,8,5564,1539.0,8.0,0.0,0.0,0,0,2,12,6.0,0.0,2.0,12,6,0.0,0.0,0.0,UPW,2016-06-20
63331,63332,1,28963I70378,458.0,829.0020000000011,831.1400000000011,2444.24,2467.65,1.0,0.0,1539,8,0.0,7720.0,773.5,29.0,9,0,9267,777.0,35.0,0.0,0.0,0,0,6,36,6.0,0.0,6.0,36,6,0.0,3.5,3.4285714285714306,UPW,2016-07-01
122410,122411,1,61784I85330,1302.0,14194.0,15201.6,2043.25,3221.05000000001,9.0,0.0,1539,4,3.0,6257.0,1154.5,325.0,5,12,7027,770.0,80.0,0.0,0.0,0,0,1,6,6.0,0.0,2.0,12,6,0.0,4.0,100.333333333333,UPW,2016-08-09
9595,9596,1,87162I84451,419.0,61.866666666666696,61.866666666666696,1333.0,1333.0,1.0,0.0,773,8,2.0,7886.0,773.0,28.83,10,0,9606,773.0,28.83,0.0,0.0,0,0,7,42,6.0,0.0,7.0,42,6,0.0,3.85714285714286,3.85714285714286,UPW,2016-06-20
102646,102647,1,31937I90584,1248.0,7031.90933333333,7051.07999999999,4545.77,6380.75,1.0,0.0,770,11,2.0,10011.0,770.0,20.0,13,2,11131,770.0,22.0,0.0,0.0,0,0,9,54,6.0,0.0,10.0,60,6,0.0,4.7,4.7,UPW,2016-07-14
188163,188164,0,92327I84450,542.0,-4.508,-4.508,3207.68,3207.68,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-28
176361,176362,1,99766I88688,187.0,140.729333333333,140.729333333333,1086.54,1086.54,1.0,0.0,1539,14,1.0,14644.0,770.0,23.0,15,1,16577,770.0,21.0,0.0,0.0,0,0,7,42,6.0,0.0,7.0,42,6,0.0,1.7142857142857097,1.7142857142857097,UPW,2016-06-26
158831,158832,1,87270I84452,1347.0,0.253333333333333,0.38,2956.6,4434.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-10
18762,18763,1,36401I85349,1110.0,14184.0,18719.34,9408.7,17224.16,19.0,0.0,10000,2,9.0,20000.0,10000.0,1210.66,6,7,43032,7458.5,243.58,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-08-08
86259,86260,1,91896I82739,1053.0,76.0666666666667,76.0666666666667,922.74,922.74,2.0,0.0,1547,7,2.0,6353.0,773.0,88.67,10,2,7472,771.5,85.17,0.0,0.0,0,0,6,36,6.0,0.0,6.0,36,6,0.0,3.1666666666666696,3.1666666666666696,UPW,2016-06-14
131390,131391,1,11850I88690,69.0,35.6666666666667,35.6666666666667,117.0,117.0,1.0,0.0,773,5,6.0,3865.0,773.0,31.0,5,6,3865,773.0,31.0,0.0,0.0,0,0,4,24,6.0,0.0,4.0,24,6,0.0,3.6666666666666696,3.6666666666666696,UPW,2016-06-20
163180,163181,0,91347I88658,111.0,20.0,20.0,0.0,0.0,41.0,0.0,1547,0,0.0,0.0,0.0,0.0,1,0,1547,1547.0,76.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-06
202935,202936,1,21833I85348,68.0,74.0266666666667,74.0266666666667,622.08,622.08,803232.036414556,0.0,1539,4,9.0,5387.0,1539.0,21.0,4,9,5387,1539.0,21.0,0.0,0.0,0,0,3,18,6.0,0.0,3.0,18,6,0.0,3.0,3.0,UPW,2016-06-16
17114,17115,1,58572I90584,1616.0,4.05333333333333,4.05333333333333,223.75,223.75,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-05
145799,145800,1,41252I82732,1731.0,29.691666666666602,29.691666666666602,1491.75,1491.75,12.0,0.0,770,1,0.0,770.0,770.0,26.0,1,0,770,770.0,26.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-25
20628,20629,0,82340I90582,589.0,0.5366666666666661,0.5366666666666661,0.0,0.0,24.0,0.0,1547,1,0.0,1547.0,1547.0,43.5,1,0,1547,1547.0,43.5,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-23
168069,168070,0,14081I70787,326.0,60.0,60.0,143.06,230.06,1.0,0.0,770,1,0.0,770.0,770.0,13.0,1,0,770,770.0,13.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-20
139458,139459,1,48215I88680,202.0,1000.0,1624.0,0.0,313.2,104.0,0.0,4067,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,6,6,1.0,0.0,0.0,UPW,2016-08-07
97292,97293,1,66220I95202,100.0,11.123,11.123,40.74,40.74,9.0,0.0,773,1,0.0,773.0,773.0,66.0,1,0,773,773.0,66.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-21
4553,4554,1,20669I70372,-26.0,14.72,14.72,508.3,508.3,1.0,0.0,770,1,0.0,770.0,770.0,14.9,1,0,770,770.0,14.9,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-23
82335,82336,1,48621I85349,1182.0,2.55,2.55,94.92,94.92,6.0,0.0,947,1,0.0,947.0,947.0,29.0,1,0,947,947.0,29.0,0.0,0.0,0,0,2,12,6.0,0.0,2.0,12,6,0.0,0.0,0.0,UPW,2016-06-02
14334,14335,1,18080I82735,1891.0,9.384,9.384,568.26,568.26,2.0,0.0,2309,2,5.0,4629.0,2314.5,13.48,4,1,7123,1928.0,23.98,0.0,0.0,0,0,2,12,6.0,0.0,2.0,12,6,0.0,0.0,0.0,UPW,2016-06-06
201359,201360,1,05438I95204,143.0,42.053999999999995,42.053999999999995,149.04,149.04,5.0,0.0,1547,3,11.0,3867.0,1547.0,17.0,4,32,4640,1160.0,18.5,0.0,0.0,0,0,3,18,6.0,0.0,3.0,18,6,0.0,6.0,6.0,UPW,2016-06-18
167903,167904,1,63821I89238,1416.0,2974.822,3006.11,4539.74,4611.74,49.0,0.0,5787,0,0.0,0.0,0.0,0.0,2,10,8107,4053.5,459.4,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-24
172338,172339,1,03713I82732,1743.0,124.8,124.8,300.0,300.0,7.0,0.0,5787,5,11.0,17920.0,3467.0,33.0699999999997,6,31,21387,3467.0,23.0699999999999,0.0,0.0,0,0,4,24,6.0,0.0,4.0,24,6,0.0,4.66666666666667,4.66666666666667,UPW,2016-06-25
152914,152915,1,49226I89238,1188.0,10845.98,10943.94,5768.37,5944.17,2.0,0.0,2309,6,6.0,9235.0,1539.0,15.0700000000001,13,6,19440,1539.0,18.569999999999897,0.0,0.0,0,0,5,36,12.0,0.0,9.0,60,12,0.0,6.5,4.33333333333333,UPW,2016-07-20
143609,143610,1,13071I70789,471.0,68932.13,69764.6500000002,7630.04,4447.16,1.0,0.0,10000,10,2.0,86096.0,10000.0,193.5,20,2,178405,10000.0,338.5,0.0,0.0,0,0,5,30,6.0,0.0,11.0,66,6,0.0,2.6666666666666696,2.18181818181818,UPW,2016-07-24
113583,113584,1,42589I90847,720.0,2211.0,2221.5,8560.56,11038.86,1.0,0.0,1539,2,17.0,2309.0,1154.5,45.3,2,17,2309,1154.5,45.3,0.0,0.0,0,0,1,6,6.0,0.0,2.0,12,6,0.0,12.0,12.0,UPW,2016-08-03
208716,208717,1,10162I90589,-34.0,19.26,19.26,714.15,714.15,1.0,0.0,773,1,0.0,773.0,773.0,4.5,1,0,773,773.0,4.5,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-15
153743,153744,1,75528I91197,195.0,16480.6733333333,16574.4,9659.93999999999,10087.32,9.0,0.0,4048,7,1.0,15224.0,770.0,70.0,11,2,23120,1539.0,86.0,0.0,0.0,0,0,4,36,12.0,0.0,5.0,42,12,0.0,4.0,3.5,UPW,2016-07-17
56812,56813,1,65744I84451,1280.0,23860.0,24880.86,5478.26,4226.65999999999,7.0,0.0,8000,2,14.0,16000.0,8000.0,18.439999999999603,5,9,40000,8000.0,9.9399999999996,0.0,0.0,0,0,2,12,6.0,0.0,5.0,30,6,0.0,0.0,3.0,UPW,2016-08-01
199495,199496,1,83049I70379,88.0,1802.44,1807.9,2681.45,2809.97,2.0,0.0,770,4,5.0,6257.0,1154.5,21.5,5,5,9450,1539.0,23.0,0.0,0.0,0,0,4,24,6.0,0.0,4.0,24,6,0.0,3.6666666666666696,3.6666666666666696,UPW,2016-07-02
203706,203707,0,04176I70783,623.0,23.2,36.2666666666667,14644.87,16456.33,10.0,9.0,0,0,0.0,0.0,0.0,0.0,1,0,12500,12500.0,10.0,2.0,6.0,4,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-23
51334,51335,1,17262I82737,865.0,2.08533333333333,2.08533333333333,8.0,8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-01
41210,41211,1,57166I90848,366.0,19.9613333333333,19.9613333333333,260.26,260.26,17.0,0.0,1539,1,0.0,1539.0,1539.0,22.5,1,0,1539,1539.0,22.5,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-06-22
58052,58053,1,56580I95201,419.0,2172.239,2177.71,1304.7,1427.43,3.0,0.0,1539,6,3.0,6927.0,1154.5,57.33,8,3,7273,770.0,69.83,0.0,0.0,0,0,7,42,6.0,0.0,8.0,48,6,0.5,4.85714285714286,4.85714285714286,UPW,2016-07-03
169106,169107,1,75484I95207,79.0,190.19666666666697,193.3,4344.18,4660.65,39.0,0.0,1547,0,0.0,0.0,0.0,0.0,1,0,1547,1547.0,0.0,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-07
198341,198342,1,76031I85340,970.0,36.57,36.57,3135.13,3135.13,2.0,922144.618351012,1539,3,18.0,6256.0,1539.0,5.869999999999889,3,18,6256,1539.0,5.869999999999889,0.0,0.0,0,0,2,12,6.0,0.0,2.0,12,6,0.0,0.0,0.0,UPW,2016-06-23
39391,39392,1,14734I70372,668.0,841.158000000001,842.620000000001,54.0,60.0,23.0,0.0,1539,1,0.0,1539.0,1539.0,61.71,1,0,1539,1539.0,61.71,0.0,0.0,0,0,1,6,6.0,0.0,1.0,6,6,0.0,0.0,0.0,UPW,2016-07-03
